Age;Monthly Salary;Have you ever been refused a U.S. Visa?;Is your mother in the U.S.?;Do you have any immediate relatives, not including parents in the U.S.?;Do you have any other relatives in the United States?;MARRIED;COMMON LAW MARRIAGE;SINGLE;WIDOWED;Ha_Viajado_Binario;y
-1.08;0.47;0;0;0;1;1;1;0;1;1;0
-0.4;-0.76;0;0;0;0;1;0;0;0;0;0
-1.08;0.69;1;0;0;0;1;1;0;1;0;0
-1.63;0.1;1;0;0;0;0;0;1;0;0;0
-0.27;0.11;1;1;1;1;0;1;0;1;1;0
0.35;-1.11;0;0;0;0;1;1;1;0;0;0
1.09;0.79;0;0;0;0;1;0;0;1;1;0
1.16;-0.16;1;0;1;1;1;0;1;1;1;0
0.14;-1.24;1;1;0;0;1;0;0;0;0;0
0.41;-0.96;0;0;0;1;0;0;0;0;1;0
-1.08;-1.43;1;0;0;0;0;1;0;1;0;0
-1.22;-1.08;0;1;1;0;1;0;1;1;1;0
-0.47;-1.38;1;1;1;0;0;1;0;0;1;0
0.69;1.21;1;0;1;1;1;1;1;1;0;0
0.35;-0.36;1;1;0;0;0;0;0;1;0;0
-1.08;0.92;1;1;0;1;0;0;0;1;1;0
1.36;0.68;1;0;1;1;1;0;1;0;1;0
-0.95;-1.18;0;1;1;0;0;1;1;1;1;0
0.21;-0.26;0;1;0;1;1;0;0;0;1;0
1.57;1.65;0;0;0;1;1;0;1;0;0;0
-1.22;-0.79;1;0;1;0;0;1;0;1;0;0
-0.13;0.5;1;1;0;0;0;0;1;0;1;0
0.69;1.71;1;1;0;1;1;0;0;1;1;0
-1.01;0.96;0;1;1;0;1;1;0;1;1;0
-1.15;-0.15;1;0;0;1;1;1;0;0;0;0
0.82;-0.95;0;1;0;0;0;1;0;1;0;0
-0.54;-1.57;0;1;0;1;0;0;1;1;0;0
0.07;-0.77;1;0;1;0;0;0;0;0;0;1
-0.06;-0.42;0;1;1;0;0;0;1;1;1;0
0.01;-0.4;0;0;1;0;1;1;0;0;0;0
-0.13;0.15;1;0;1;0;1;0;1;0;1;0
-0.4;-0.4;1;0;0;0;1;0;0;0;1;0
0.82;-1.05;1;1;1;0;0;0;0;0;1;0
0.55;-1.22;1;1;0;1;1;0;1;0;1;0
0.48;-0.2;1;0;1;0;1;0;1;1;1;0
0.28;1.14;1;0;0;0;1;1;0;1;1;0
0.41;0.81;0;1;1;1;0;1;0;0;1;0
1.3;0.95;1;0;1;1;1;1;1;0;0;0
1.57;0.55;1;1;1;0;0;0;1;1;1;0
0.41;1.5;0;0;1;1;1;0;0;0;0;0
1.64;0.41;1;0;1;1;1;0;0;1;1;0
0.89;1.18;1;1;1;1;1;0;0;1;1;0
-1.29;-1.45;0;0;0;1;0;0;1;0;1;0
-0.4;-0.5;1;0;1;0;1;1;1;1;1;0
1.64;1.22;1;0;0;1;0;0;1;1;1;0
1.3;0.44;1;1;1;0;0;0;0;1;1;0
0.14;1.23;0;1;0;0;1;0;1;0;0;0
-0.67;1.23;0;1;0;1;1;0;0;1;0;0
0.41;-0.75;1;0;0;0;1;0;1;0;1;0
-0.95;0.75;1;0;0;0;1;0;0;1;1;0
0.89;-0.83;1;1;0;0;0;0;1;0;1;0
0.35;0.1;1;1;1;1;0;1;0;1;0;0
0.07;1.55;0;1;0;0;1;1;1;0;1;0
1.09;0.88;0;1;0;1;1;1;1;0;0;0
-1.69;0.24;1;0;1;1;1;1;1;0;0;0
0.62;0.08;1;1;0;0;0;1;1;0;0;0
-0.88;1.46;0;1;0;0;0;0;1;0;1;0
0.75;-1.55;1;0;1;1;1;0;0;0;1;0
0.89;0.76;1;1;1;1;1;1;0;1;0;0
-0.67;-0.77;1;0;0;1;0;1;0;1;1;0
0.62;1.7;1;1;0;0;1;1;0;1;1;0
1.36;-0.52;0;0;0;1;1;1;0;1;1;0
1.16;0.01;0;1;1;1;1;1;1;1;1;0
1.23;-0.37;1;0;1;1;1;1;1;1;0;0
0.48;1.66;0;0;0;0;1;0;0;1;0;0
1.03;0.93;1;1;0;0;1;0;0;0;1;0
-1.29;-1.67;1;1;0;1;0;0;0;0;1;0
0.01;1.69;1;1;0;0;1;1;1;1;0;0
0.21;1.08;0;0;1;1;0;0;1;0;1;0
1.5;-1.43;1;0;0;1;0;1;0;1;1;0
-1.63;-0.9;0;1;1;1;0;1;1;1;1;0
0.69;-1.44;0;1;1;0;0;0;1;0;0;1
-0.74;0.67;0;0;1;1;0;0;1;0;1;0
1.64;-1.16;0;1;1;0;1;1;0;1;1;0
0.89;-0.92;0;0;0;0;0;1;1;0;0;0
-0.4;-0.67;0;1;1;1;0;0;1;1;1;0
0.82;1.02;1;1;0;1;1;0;0;1;1;0
-0.13;0.59;1;0;0;1;1;0;0;1;0;0
1.09;-0.77;1;0;1;1;1;0;0;0;1;0
-1.63;-1.61;0;0;0;0;0;1;0;0;1;0
0.89;1.34;0;1;0;0;0;1;0;1;1;0
-0.88;0.55;0;0;0;0;0;1;0;0;1;0
-0.13;-0.98;1;1;0;0;0;1;1;1;0;0
-0.95;-0.1;1;0;1;0;0;1;1;0;1;0
1.64;0.79;1;1;0;0;0;1;1;0;1;0
-0.33;1.44;0;1;1;1;1;1;1;0;0;0
1.03;0.61;1;0;0;0;0;0;0;1;0;0
1.23;-0.41;1;0;0;1;0;1;1;0;1;0
-1.69;-0.19;1;1;0;0;0;1;1;1;1;0
1.03;1.11;1;0;1;1;0;0;1;0;1;0
-0.47;1.68;0;0;0;1;1;0;1;0;1;0
-0.61;1.73;1;1;1;1;0;0;1;1;0;0
1.5;1.7;1;1;1;0;1;0;1;0;0;0
-1.56;-0.18;1;1;1;1;0;0;0;0;0;0
0.55;0.38;0;0;1;1;1;1;0;0;1;0
0.82;0.41;0;1;1;0;1;0;1;1;1;0
1.09;-1.61;0;1;0;1;1;0;0;0;0;1
0.14;0.35;1;0;1;0;0;1;0;0;0;0
0.28;-0.05;0;0;0;0;1;0;0;1;0;0
-0.61;-1.46;1;0;0;0;1;1;1;1;1;0
1.3;-1.16;1;0;0;0;0;0;1;1;1;0
-1.35;0.59;0;1;1;1;0;0;0;1;1;0
-0.06;0.56;1;0;1;0;1;0;0;1;0;0
-0.95;0.41;0;1;1;1;0;0;0;1;0;0
0.01;-1.65;1;0;0;1;0;0;1;1;1;0
1.5;-0.56;0;1;1;0;1;0;0;0;1;0
-1.42;-0.63;0;1;1;0;0;0;1;1;1;0
1.64;0.93;0;0;0;1;1;0;1;0;1;0
-1.01;0.33;0;1;0;0;0;1;1;0;1;0
-1.15;1.01;1;0;0;0;0;1;1;1;0;0
0.01;-0.14;1;0;0;1;1;1;1;1;0;0
-0.06;1.29;1;1;1;0;0;0;0;0;1;0
-0.13;0.49;0;0;1;0;1;1;0;1;0;0
0.82;-0.78;1;1;0;0;0;0;1;1;0;0
0.35;-1.55;1;1;0;1;1;1;1;0;0;0
-0.33;-1.64;0;1;0;0;1;1;1;1;1;0
0.28;-0.07;0;0;0;0;1;0;1;1;1;0
0.07;0.88;0;1;1;1;0;0;1;0;0;0
-0.74;-0.48;1;0;0;0;0;1;0;1;0;0
1.7;-1.49;0;1;0;1;0;0;0;1;0;1
0.75;0.19;1;1;0;0;0;1;0;1;1;0
1.16;-0.26;0;1;0;1;0;0;0;0;0;1
-1.69;0.15;1;0;1;0;1;0;0;1;0;0
-0.2;-1.43;1;0;0;0;0;0;1;1;1;0
0.48;0.85;1;0;0;1;0;0;1;0;0;0
-1.42;-0.78;1;1;0;1;1;1;1;1;0;0
-0.74;0.69;1;0;1;1;0;1;1;1;0;0
-0.95;-0.39;1;1;0;1;0;1;0;1;0;0
-1.49;-1.4;0;1;1;0;0;0;1;0;0;0
-1.15;-0.48;1;1;1;1;1;0;0;0;1;0
-0.4;0.04;0;0;1;0;1;1;0;0;1;0
0.14;-0.26;0;1;1;0;0;0;0;1;0;0
-0.13;-1.31;0;0;0;0;1;1;1;1;1;0
-0.13;-1.47;1;1;1;0;0;0;0;1;1;0
-0.06;-0.21;0;1;0;1;0;0;0;1;0;0
-1.08;0.04;1;1;0;0;1;0;1;1;1;0
-0.13;0.7;1;1;0;1;1;1;1;1;0;0
1.64;-1.51;0;0;1;1;0;1;1;0;0;1
-0.95;-0.04;1;0;1;0;1;0;0;1;1;0
-0.06;0.81;1;0;0;1;0;1;1;1;1;0
-0.67;0.45;0;0;0;0;0;1;0;1;1;0
-1.63;0;0;1;0;0;1;0;1;1;0;0
0.69;-1.48;1;1;0;0;0;0;0;0;1;0
0.69;1.35;0;1;0;0;0;0;0;1;1;0
1.3;0.24;0;0;0;1;1;0;1;0;1;0
-0.88;0.36;0;0;0;0;0;1;1;1;1;0
-1.49;1.32;0;0;0;1;0;0;1;1;1;0
-0.67;0.35;0;1;1;1;1;1;0;0;0;0
0.48;0.95;1;1;0;1;1;0;1;1;0;0
-0.54;0.31;0;0;0;0;1;0;0;1;0;0
0.55;-0.86;0;1;0;1;1;1;0;0;1;0
1.36;0.89;0;0;1;1;0;1;1;0;0;0
-1.22;0.42;0;1;1;0;0;1;1;0;1;0
-1.63;-1.7;1;1;1;1;0;1;1;0;0;0
1.57;-1.7;1;1;0;1;1;0;1;0;0;0
0.75;-0.6;0;0;1;1;0;0;1;1;0;0
1.09;0.28;1;1;0;0;1;1;0;0;0;0
0.96;-1.66;1;1;0;0;0;0;0;0;1;0
0.01;0.21;0;1;1;1;1;1;0;0;0;0
-1.49;-1.64;1;0;1;0;1;1;0;1;1;0
0.89;0.58;1;1;0;0;0;0;1;1;1;0
0.82;-1.31;1;0;1;0;1;0;0;1;0;0
0.69;0.49;1;0;1;0;0;1;0;0;1;0
1.03;0.13;1;1;0;1;0;1;1;0;0;0
1.09;-0.78;1;0;1;0;1;1;1;0;1;0
0.89;1.37;1;0;0;1;0;0;1;1;0;0
-0.27;-1.61;1;1;1;0;0;0;0;0;0;1
1.57;0.02;1;1;1;1;1;0;1;1;0;0
0.75;0.88;1;1;1;0;0;0;1;1;0;0
1.16;0.29;1;1;1;0;0;1;0;0;1;0
0.82;-0.53;1;1;0;0;1;1;0;0;1;0
0.62;-0.45;0;0;0;0;0;0;1;0;1;0
0.82;0.08;0;0;0;1;1;1;1;1;1;0
0.48;1.29;0;0;1;0;1;1;1;1;0;0
1.36;-0.44;1;1;1;1;1;1;1;0;0;0
-0.88;-0.09;0;0;1;1;0;0;1;0;0;0
-1.29;1.3;0;0;0;1;1;0;0;1;1;0
-1.42;0.8;1;1;0;0;1;0;0;1;0;0
0.28;-0.56;0;1;1;0;1;0;1;0;0;0
0.82;1.28;0;1;0;1;1;0;0;0;1;0
-0.27;-0.09;0;0;1;1;0;0;0;1;1;0
-1.63;-1.15;1;1;1;0;0;1;0;0;0;0
0.21;-0.87;1;1;1;1;0;1;0;0;1;0
0.21;0.52;1;1;0;1;1;1;1;1;1;0
-1.63;-1.32;0;1;0;0;1;1;1;1;0;0
0.28;0.92;1;0;0;0;1;1;1;1;1;0
1.23;-0.56;1;0;0;1;0;0;0;1;1;0
-0.27;-1.65;1;1;1;1;1;1;0;0;1;0
0.07;0.37;0;1;1;0;0;0;1;0;0;1
0.69;-0.99;0;1;0;0;1;0;1;0;0;0
0.21;1.43;0;1;1;1;1;0;1;0;1;0
1.3;0.11;0;0;1;0;0;0;0;1;0;0
-0.2;-0.02;1;0;1;1;0;0;1;1;0;0
-0.88;-0.6;1;0;0;1;1;0;0;1;0;0
0.14;-0.6;1;1;0;0;1;1;1;0;1;0
-0.47;0.37;0;1;1;0;0;0;1;0;0;0
-1.08;0.83;1;1;0;0;0;0;1;0;1;0
0.21;-0.34;0;1;0;0;0;1;1;1;0;0
0.69;0.42;0;1;1;1;0;0;0;1;1;0
1.16;1.4;1;1;1;1;0;0;0;0;1;0
0.69;-0.46;1;1;1;0;0;1;1;1;1;0
-0.27;-1.69;0;0;1;0;0;1;1;1;0;0
-1.49;0.14;1;1;1;1;0;0;0;0;0;0
-0.81;-1.34;1;0;0;0;1;0;1;1;1;0
0.75;-0.45;0;0;1;0;0;1;1;0;1;0
0.41;0.05;0;1;0;1;1;0;1;0;0;0
-0.33;-0.19;0;0;1;0;1;1;1;1;0;0
1.5;1.71;0;1;0;0;1;1;1;1;1;0
-0.27;-0.67;1;0;0;1;1;1;0;1;0;0
0.48;1.41;1;0;1;1;1;1;0;0;1;0
0.62;1.27;1;0;0;0;1;0;0;0;0;0
0.82;1.04;0;1;0;0;0;1;0;1;1;0
1.43;1.56;1;0;1;0;0;1;0;1;1;0
-0.54;-0.56;0;1;0;1;0;1;1;1;0;0
-0.61;-0.31;0;1;0;0;0;1;1;0;1;0
0.07;1.12;1;1;1;1;1;0;0;1;1;0
-1.01;-0.38;0;1;0;1;0;0;0;1;0;0
-0.4;1.13;0;0;0;0;1;1;1;1;0;0
-0.67;0.16;0;0;1;1;0;0;1;0;0;0
-1.56;-1.55;1;0;1;0;0;0;0;1;1;0
-1.22;1.67;1;1;0;1;0;1;0;0;1;0
-0.95;1.43;1;1;1;1;0;1;0;1;1;0
0.62;-1.71;1;0;0;1;0;0;1;0;0;1
-0.54;0.01;0;0;0;0;1;1;1;0;0;0
-1.29;-0.42;0;1;1;1;1;1;1;0;1;0
-1.63;0.29;0;1;1;0;1;0;1;1;0;0
-1.69;0.42;0;0;0;1;0;0;0;1;0;0
-1.22;-0.53;0;1;1;1;1;0;0;0;0;0
-1.29;1.61;1;0;0;0;1;1;1;0;0;0
-0.81;0.56;1;1;0;1;0;0;1;0;1;0
-1.56;-0.37;0;0;0;0;1;0;0;0;0;0
-1.22;0.33;0;1;1;0;1;1;1;0;1;0
1.3;0.53;0;1;1;1;1;1;0;1;1;0
-1.35;-0.52;1;1;1;1;0;1;0;1;1;0
1.57;-0.75;0;1;1;1;1;0;0;0;0;1
0.75;0.79;1;1;1;0;1;1;0;0;0;0
0.41;0.23;1;1;1;1;1;0;1;0;0;0
1.36;-0.43;0;1;0;0;1;0;0;0;1;0
-0.4;-0.08;0;1;0;0;1;0;0;1;0;0
1.57;-1.02;1;0;1;0;0;1;0;1;0;0
-0.54;-1.36;1;1;1;0;1;0;1;1;0;0
0.75;0.03;0;1;0;1;1;1;0;1;0;0
0.69;1.66;0;0;1;0;1;1;0;0;1;0
-1.08;-0.04;0;1;0;1;0;1;0;1;0;0
1.57;-0.52;1;1;0;1;0;0;1;0;1;0
0.82;1.13;1;0;0;0;0;1;0;0;1;0
-1.49;-1.31;0;0;0;0;1;1;1;0;1;0
-1.29;0.67;0;1;0;0;0;0;1;0;0;0
-0.74;0.21;0;0;0;0;0;0;1;1;1;0
1.03;1.7;0;1;1;0;0;1;0;1;1;0
0.55;1.53;0;0;1;0;0;1;1;1;0;0
-1.01;1.01;1;1;0;0;0;1;0;1;1;0
-1.56;0.08;0;1;1;0;1;1;0;1;1;0
1.3;-1.26;1;0;0;1;1;0;1;0;0;0
0.28;0.22;1;1;1;0;1;1;1;0;1;0
0.21;1.03;1;1;1;0;0;1;1;1;1;0
1.36;-0.93;1;1;0;0;1;0;0;0;1;0
-0.13;1.38;0;1;1;1;1;1;1;0;1;0
-0.67;1.41;0;0;0;1;0;1;0;0;0;0
1.7;-1.46;1;1;0;1;0;1;0;0;1;0
-1.35;0.2;0;1;1;1;1;1;0;1;0;0
-0.33;-1.06;1;0;0;1;1;1;0;0;0;0
-0.67;1.1;0;0;0;1;0;0;1;1;0;0
-1.35;-1.46;1;1;1;1;1;1;0;0;1;0
-0.4;-0.32;1;0;0;0;1;0;1;1;0;0
-0.95;-1.61;1;0;0;1;1;1;1;1;1;0
0.75;0;0;0;1;0;1;0;0;0;0;0
-1.63;-1.37;1;0;0;1;1;0;0;1;0;0
-1.29;-0.64;1;1;1;0;1;1;0;1;1;0
-1.22;-0.31;1;1;0;0;1;1;1;1;1;0
-1.15;-1.63;0;1;0;1;1;1;1;1;1;0
-0.2;-0.14;1;1;1;0;0;1;0;1;0;0
-0.06;-0.98;0;0;1;0;0;0;0;1;1;0
0.55;1.03;1;1;1;0;0;0;0;1;0;0
-1.42;-1.16;1;1;1;1;0;1;1;0;0;0
-0.61;1.46;1;0;1;0;1;0;0;1;1;0
-0.47;-1.67;0;1;0;0;1;1;1;0;1;0
1.5;-0.75;0;0;0;0;1;1;1;0;1;0
0.69;0.92;0;1;1;1;0;0;1;0;1;0
0.28;-0.13;1;0;0;0;1;0;1;1;0;0
1.16;0.96;1;1;0;0;1;1;1;1;1;0
1.3;-1.7;1;1;0;1;0;1;0;1;1;0
1.09;0.31;0;0;0;1;1;0;0;0;1;0
-0.2;-0.66;0;0;1;1;0;0;0;0;0;1
0.21;-0.49;1;0;0;0;1;0;1;0;1;0
0.55;1.2;0;0;0;0;1;1;1;1;1;0
1.23;1.66;1;1;0;1;1;0;1;1;1;0
0.35;-1.2;0;1;0;1;0;1;0;0;1;0
-1.69;0.51;0;0;0;1;1;0;1;1;1;0
-0.47;-0.98;0;0;1;1;0;0;0;1;1;0
-1.56;0.55;0;0;0;0;0;0;0;1;0;0
-0.06;-0.47;1;0;0;0;0;0;0;0;1;0
-0.47;-1.35;0;0;1;0;0;0;0;0;0;1
0.69;-1.06;1;0;1;0;1;1;1;1;0;0
1.5;1.08;1;0;0;1;1;1;0;1;1;0
0.48;-0.9;1;1;0;0;1;1;1;1;1;0
-0.81;1.27;1;0;0;0;0;1;0;1;1;0
1.57;-1.24;1;0;1;1;1;0;0;0;0;1
0.41;0.17;0;0;0;1;0;1;1;1;0;0
-0.67;1.07;0;0;1;0;1;1;0;1;1;0
0.96;1.14;0;1;0;1;0;0;1;0;1;0
-0.67;1.5;0;1;1;0;1;1;1;1;0;0
-0.67;-0.37;1;1;0;1;0;0;0;0;0;0
0.01;0.64;1;0;0;1;0;1;0;0;1;0
1.3;-0.66;1;1;0;0;0;1;1;0;0;0
-1.15;1.07;0;0;0;0;0;0;1;0;0;0
-1.01;1.35;1;0;1;1;0;1;1;0;0;0
-0.61;1.06;0;1;1;1;1;0;0;0;1;0
-1.22;-0.12;0;0;0;1;0;0;1;1;0;0
-1.69;0.31;0;0;0;1;0;0;0;1;0;0
0.21;1.17;1;1;0;0;1;1;0;0;1;0
0.89;-0.21;1;0;1;0;1;1;0;0;0;0
-1.22;0.56;0;0;0;0;1;1;1;0;0;0
0.96;-0.33;1;1;0;1;1;0;1;1;0;0
1.64;1.22;1;0;1;1;0;1;1;1;0;0
0.55;-0.12;1;1;0;1;0;1;0;0;1;0
-0.4;-1.62;0;0;0;0;0;1;1;0;1;0
0.41;-0.77;0;0;1;0;1;1;0;0;1;0
1.36;-1.67;1;0;0;0;0;1;1;1;1;0
-1.15;-0.16;1;0;1;0;1;1;1;1;0;0
-1.56;0.42;1;0;1;0;1;0;1;0;0;0
0.28;0.62;1;1;1;1;0;1;0;0;0;0
1.7;-0.65;0;0;0;0;1;1;0;0;1;0
-1.01;1.29;1;0;0;1;0;0;0;1;0;0
0.62;0.02;1;0;1;0;1;1;0;1;0;0
1.57;0.8;1;1;0;0;0;1;0;1;0;0
0.41;-0.74;0;1;1;0;1;0;1;0;0;0
-1.22;-0.49;0;1;1;1;1;1;0;1;0;0
0.96;-1.07;0;1;0;0;1;1;0;1;0;0
-1.69;-0.17;0;0;0;1;0;1;0;1;0;0
0.69;-1.26;1;0;1;1;1;1;0;1;0;0
0.55;-1.21;0;1;0;1;1;0;0;1;0;0
-0.13;0.84;1;0;0;1;1;1;1;1;0;0
-1.42;-1.23;1;1;0;1;0;0;1;0;1;0
-0.13;-1.31;1;1;0;0;0;1;1;0;1;0
-0.95;0.11;0;0;0;1;0;1;0;0;1;0
0.82;-0.31;0;1;0;0;1;1;1;0;0;0
0.01;-1.73;1;0;1;1;1;1;0;0;0;0
-1.22;1.26;0;0;1;0;0;1;1;0;1;0
-1.01;0.66;1;0;1;1;1;0;0;1;0;0
-1.63;1.61;1;0;1;0;1;0;0;0;1;0
-0.74;0.64;1;1;0;1;0;0;1;0;1;0
0.62;-1.48;1;1;0;0;0;1;1;1;0;0
0.75;1;0;0;0;0;1;1;1;1;0;0
-1.01;1.03;0;0;1;1;0;0;1;0;1;0
1.03;0.27;1;1;1;0;1;0;1;0;0;0
0.82;-1.01;1;1;0;0;1;1;1;1;0;0
-0.27;0;1;1;0;1;0;1;0;1;1;0
1.43;1.56;0;0;0;1;0;1;0;1;0;0
0.14;-1.39;1;1;1;0;1;0;1;1;0;0
1.16;-0.2;0;1;1;1;1;1;1;1;0;0
-0.54;1.6;0;1;1;1;0;0;0;0;0;0
-0.33;-0.68;0;0;0;1;1;1;0;0;0;0
0.41;-1.15;1;1;0;0;1;1;1;0;0;0
-0.54;-0.48;0;1;1;0;1;1;0;1;1;0
1.09;-1.49;0;1;1;0;1;0;0;1;1;0
1.36;0.82;0;0;0;0;0;0;0;0;0;1
-1.01;1.29;0;0;1;0;1;0;0;1;1;0
0.41;1.54;1;1;1;1;0;1;1;0;1;0
-1.35;1.62;0;0;0;1;0;1;1;0;0;0
-0.61;-0.95;0;1;0;0;0;1;1;0;0;0
-1.56;-0.61;0;1;1;1;1;1;0;1;1;0
-1.35;-1.54;0;0;1;1;1;1;0;0;0;0
0.21;0.26;1;0;1;0;1;1;1;1;0;0
0.28;0.87;0;0;1;0;1;1;1;0;0;0
0.62;-1.26;1;1;0;1;1;0;1;0;0;0
-0.74;-1;1;0;1;1;1;1;0;1;1;0
0.75;1.05;1;1;1;0;0;1;0;1;1;0
0.41;-1.54;1;1;1;1;0;0;0;0;1;0
-1.69;-1.33;1;0;0;0;1;0;1;1;0;0
0.21;-1.64;0;1;0;0;0;0;0;1;0;0
-1.15;0.4;1;0;1;1;0;1;1;1;0;0
0.89;0.29;1;1;1;1;1;1;1;0;1;0
-1.35;1.08;0;0;1;1;1;1;1;1;0;0
-1.01;1.63;1;0;1;0;1;0;0;0;1;0
-0.88;0.19;0;1;0;0;0;0;0;0;1;0
-0.4;-1.25;1;1;1;0;0;0;0;1;0;0
-1.69;-0.2;1;0;1;0;1;0;1;0;0;0
-0.4;1.55;1;1;1;1;1;0;0;1;0;0
-0.95;-0.46;0;0;0;1;1;1;1;0;0;0
1.3;0.96;0;1;1;1;1;0;1;1;0;0
-0.13;1.36;1;1;1;1;1;0;1;1;1;0
1.03;0.1;1;0;1;0;0;1;0;0;1;0
-1.69;-1.48;0;0;0;0;0;0;0;0;0;0
1.3;-0.85;1;1;1;0;0;0;1;1;1;0
0.69;0.54;1;1;0;0;1;1;1;0;0;0
0.48;1.25;0;0;1;1;0;0;1;1;1;0
-1.22;-1.49;1;1;0;1;1;1;1;1;0;0
1.23;0.96;0;0;1;1;0;1;0;1;0;0
-1.35;0.89;0;0;1;1;0;0;1;0;1;0
-0.33;-1.31;1;1;1;1;0;1;1;0;0;0
1.43;-0.33;0;1;0;1;1;0;1;1;0;0
0.55;-0.91;0;0;1;1;1;0;1;1;1;0
-0.95;0.75;0;0;1;1;0;0;0;0;0;0
-0.06;1.3;0;1;1;0;1;0;1;1;0;0
0.82;-1.43;1;0;1;1;0;0;1;1;0;0
-1.01;-1.48;0;1;1;0;0;1;1;1;0;0
-1.08;1.06;1;0;1;0;1;1;1;1;1;0
-1.08;1.06;0;0;1;0;0;1;1;1;1;0
-0.47;-0.32;0;0;1;1;1;0;0;1;0;0
-1.56;-0.06;0;0;0;1;0;0;1;0;0;0
1.7;-0.29;0;1;1;0;1;1;0;1;1;0
-1.49;-1.28;1;0;1;1;0;1;0;0;0;0
0.96;-0.6;0;0;0;0;1;1;0;1;0;0
-1.56;-0.34;0;0;0;0;1;0;1;0;1;0
-1.35;-1.3;1;1;0;0;0;0;0;0;1;0
0.28;-1.28;0;0;0;1;1;0;0;1;1;0
-0.61;1.46;1;1;0;1;1;1;1;1;1;0
-1.35;-0.63;0;0;0;1;1;0;0;0;1;0
-1.15;0.35;0;1;1;1;1;0;1;1;0;0
-0.2;1.09;1;0;0;1;1;0;0;1;1;0
-1.42;-0.96;0;1;1;0;1;0;0;0;0;0
-0.74;-0.81;0;1;1;0;0;0;1;1;0;0
0.01;0.13;1;1;0;1;0;0;1;0;0;0
0.62;1.17;0;1;1;1;0;1;0;1;0;0
-0.33;0.05;0;1;1;1;0;1;1;1;0;0
1.03;-0.82;0;1;1;1;1;1;0;0;1;0
1.03;1.06;1;1;0;0;0;0;1;0;1;0
-1.69;-0.6;1;0;0;1;0;0;0;1;0;0
-0.4;-0.33;1;0;0;0;1;0;1;1;1;0
-0.54;1.58;1;1;1;0;0;1;0;1;0;0
-0.2;0.45;1;0;1;1;1;1;0;1;1;0
-1.29;1.28;1;1;1;0;1;1;1;1;1;0
0.96;1.15;1;1;1;1;1;0;0;1;0;0
-0.47;1.34;1;1;1;1;0;0;0;1;0;0
-0.54;-0.44;1;0;0;0;0;1;0;0;0;0
-1.08;-0.75;0;1;0;1;0;0;0;0;1;0
-1.49;-0.66;0;1;0;0;0;0;1;0;1;0
-1.63;-0.55;0;0;1;0;0;0;1;1;1;0
1.03;1.16;0;1;0;1;1;0;1;0;0;0
0.35;-0.52;0;0;1;0;0;1;1;0;1;0
1.36;0.59;0;0;0;0;1;1;1;1;0;0
-1.69;-0.81;0;1;0;1;1;0;0;1;1;0
1.43;-1.42;0;0;1;1;1;0;1;1;0;0
-1.15;-1.19;0;0;0;0;0;1;1;1;1;0
-1.42;1.7;1;0;0;1;1;1;0;1;1;0
0.75;-0.87;0;1;0;0;1;0;1;0;1;0
-1.35;-1.18;0;1;0;1;1;1;0;0;1;0
-0.2;0.47;1;0;1;1;1;1;1;0;1;0
-0.88;1.08;1;0;1;1;0;0;0;1;0;0
-1.22;-1.63;1;0;0;1;0;0;1;0;1;0
0.14;0.17;0;1;0;1;1;0;0;1;0;0
-1.01;-1.13;1;0;1;0;0;0;1;1;0;0
-1.35;-1;0;1;1;1;0;1;1;1;1;0
1.43;0.18;0;0;1;1;0;0;1;1;1;0
-0.4;0.89;1;0;0;1;1;0;1;1;1;0
-1.63;0.86;0;1;1;0;1;1;1;0;1;0
-0.47;0.53;0;1;1;0;0;1;1;0;0;0
0.69;1.22;1;0;0;0;0;1;0;1;0;0
-0.95;1.35;0;0;1;0;1;0;1;0;0;0
1.5;1.67;0;1;0;0;0;0;1;1;1;0
-0.88;-0.6;0;0;0;0;1;0;0;0;0;0
-1.15;-0.22;1;0;1;1;0;1;0;1;1;0
1.7;-0.66;0;0;0;0;1;0;0;0;0;1
1.16;0.85;1;0;0;1;1;1;0;1;1;0
-1.08;-0.66;0;0;0;1;0;1;0;1;0;0
-0.61;0.85;0;1;1;0;0;0;0;1;0;0
1.7;0.73;1;0;0;1;1;1;0;1;1;0
0.48;1.42;0;1;0;0;0;0;1;1;0;0
0.89;1.61;0;1;0;0;0;0;1;1;0;0
0.48;1.63;0;1;1;1;1;0;1;1;0;0
0.07;0.44;0;0;1;1;0;1;1;1;0;0
0.82;-0.07;0;0;1;1;1;1;1;0;1;0
-1.29;-0.69;0;1;0;0;1;1;0;0;1;0
-1.56;-0.42;1;0;0;1;1;1;0;0;1;0
0.89;0.89;0;0;1;0;0;0;1;0;1;0
1.5;0.84;1;1;1;1;1;1;1;0;0;0
-0.06;1.57;0;0;1;0;1;0;0;0;0;0
0.41;0.45;1;0;0;1;0;0;0;0;1;0
-0.67;1.61;1;0;1;0;0;1;1;0;1;0
-1.15;-0.06;1;0;0;0;0;0;0;1;1;0
1.3;1.49;1;0;0;0;0;0;1;0;0;0
1.3;0.6;0;0;1;0;1;1;0;0;1;0
0.89;1.28;0;0;0;1;0;1;0;0;1;0
1.3;1.04;0;1;1;0;0;0;0;1;0;0
-1.08;-0.89;1;1;0;0;1;0;1;1;1;0
-1.63;-1.36;1;0;1;0;0;1;1;1;0;0
0.14;0.75;1;0;0;0;0;0;0;1;0;0
